id,created_at,text
1040635566113603586,2018-09-14 16:17:07,b'How #AI changed organ donation in the US\nhttps://t.co/PZs67m5ms8 #DataScience #BigData #Health'
1040536906361184256,2018-09-14 09:45:05,b'Using #R to Create Free Online #Dashboards\nhttps://t.co/35qPppHyyn #RStats #DataScience'
1040283998390505472,2018-09-13 17:00:07,b'Why #DataScientists Are Crucial For #AI Transformation https://t.co/IwHmjMfWPs #DataScience'
1037598808220332032,2018-09-06 07:10:08,b'Future of work: How to #upskill and get a job in #AI https://t.co/AqVPgqEOn4 #DataScience'
1037404537785606146,2018-09-05 18:18:10,b'Become a #DataScientist within 3 months in #Zurich! #DataScience #BigData #Analytics https://t.co/K0BxXhZrR0'
1036679478376914944,2018-09-03 18:17:02,b'Building competitive data advantage\nhttps://t.co/ce8JC1QD6F #DataScience'
1036511119832227840,2018-09-03 07:08:03,b'Data Science for freshers...Start the Journey!!\nhttps://t.co/zfNbPx4GE8 #DataScience #MachineLearning #Analytics #BigData #ML #Zurich'
1036345534150336512,2018-09-02 20:10:04,b'A Winning Game Plan For Building Your #DataScience Team\nhttps://t.co/JzoOsC4PRx'
1036316362946367499,2018-09-02 18:14:09,"b'Become a Data Scientist in #Zurich now! Enrico Paterna , one of our recent graduates, is working as a data scientis\xe2\x80\xa6 https://t.co/xyNLoAXUbg'"
1035433943812726784,2018-08-31 07:47:44,"b'You want to become a Data Scientist? Join Propulsion Academy, an intense 12 weeks Data Science bootcamp, and get a\xe2\x80\xa6 https://t.co/cFE8v0ipGE'"
1033974412893216768,2018-08-27 07:08:05,b'Four Types of Data Scientist\nhttps://t.co/mqSTps9YCC #DataScience #DataScientist'
1033808848644177922,2018-08-26 20:10:11,"b'What Data Scientists Really Do, According to Data Scientists\nhttps://t.co/QrBe4XO1ax #DataScience'"
1033790003225272320,2018-08-26 18:55:18,b'@WilsonUponSea It was outstanding!'
1033789953833160705,2018-08-26 18:55:06,"b""@webzuerich Awesome! We're very proud to be part of this journey."""
1033789875529678854,2018-08-26 18:54:47,b'@_Propulsion :-)'
1033789839374778370,2018-08-26 18:54:39,b'@RettigDavid Thanks for the mention :-)'
1033779632359780353,2018-08-26 18:14:05,b'How to Use Data Responsibly https://t.co/iuxyRjdYDX'
1033661115157360640,2018-08-26 10:23:09,b'32 Ways #AI is Improving #Education | 7wData https://t.co/s0ROOVcNaq #DataScience #MachineLearning #Analytics #BigData #ML'
1033460808242610176,2018-08-25 21:07:12,b'7 #Visualizations You Should Learn in #R https://t.co/QfK3FQECb6 #RStats #DataScience #Analytics #Statistics'
1033448697265377281,2018-08-25 20:19:04,b'How do you identify an actual data scientist?\nhttps://t.co/xSXc00un38 #DataScience #MachineLearning #Analytics #BigData #ML #Zurich'
1033249668388536320,2018-08-25 07:08:12,b'Couplings of Normal variables\nhttps://t.co/SSXIXbo5vR #DataScience'
1032716316610908161,2018-08-23 19:48:51,"b""RT @CourseReport: Trend Alert: 24 bootcamps work with partners on corporate training! They'll teach 16,593 students via 634 corporate train\xe2\x80\xa6"""
1032588660779220993,2018-08-23 11:21:35,"b""Propulsion Academy, Switzerland's number 1 provider for bootcamps in hashtag #DataScience and #FullStackDevelopment\xe2\x80\xa6 https://t.co/WqFE6Cby63"""
1031606096979525632,2018-08-20 18:17:14,b'General Myths to avoid in #DataScience and #MachineLearning\nhttps://t.co/oy3etqiaJl #DataScience #Analytics #BigData'
1031437720965525504,2018-08-20 07:08:10,b'Linear #programming in #RStats\nhttps://t.co/tkjIRKQlgU #DataScience'
1031272114693783554,2018-08-19 20:10:06,b'The #GDPR Effect on #BigData\nhttps://t.co/IxSpBIaCYo'
1031242937345159168,2018-08-19 18:14:10,"b'We have the data, now how can we use it? How social licence applies to data use https://t.co/zMn4EoeiGu #DataScience #Analytics'"
1031124381324505088,2018-08-19 10:23:04,b'Make R speak https://t.co/uyRCMecKoE #RStats'
1030924083326853120,2018-08-18 21:07:09,b'Business #Analytics and #Intelligence Compared https://t.co/NUJbUgihKv'
1030911973691674625,2018-08-18 20:19:02,b'Advanced Analytics: The Key to Becoming a Data-Driven Enterprise - Connected Futures https://t.co/ONIynkwrvg\xe2\x80\xa6 https://t.co/y1fOdzqG6B'
1030712947809640448,2018-08-18 07:08:11,b'Three Critical Success Factors For Avoiding #AI And #ML Failure https://t.co/C5PNk6Zr9C #DataScience\xe2\x80\xa6 https://t.co/oI6SecswnA'
1027601658870673409,2018-08-09 17:05:02,"b""Registration for the Full-Stack class starting on Sept, 17, 2018 closes on Monday. Don't wait another 3 months for\xe2\x80\xa6 https://t.co/upWmyzcOsi"""
1026923950163546112,2018-08-07 20:12:03,"b'Artificial Intelligence, Business, And Our Future Job Security #DataScience https://t.co/zQrrquMx7j'"
1026725175017066498,2018-08-07 07:02:12,"b""How Businesses Are Collecting Your Data (And What They're Doing With It) https://t.co/9bDHXgY2p2\n#DataScience"""
1026577941717757952,2018-08-06 21:17:08,b'Where are the women in social science research? https://t.co/3ND7jeVy7L'
1026532636683132930,2018-08-06 18:17:07,"b""Machine Learning And AI Will Disrupt All Careers According To Dell's Roese https://t.co/HpKTLSHzr4\n#MachineLearning\xe2\x80\xa6 https://t.co/L4WEP0w6jn"""
1026364285553917952,2018-08-06 07:08:09,b'Best Practices for Setting Up a Data Warehouse in the Cloud | 7wData https://t.co/07vl9hMtm1\n#DataScience'
1026198686433456129,2018-08-05 20:10:07,b'IoT and Data Analytics Predictions for 2018 https://t.co/GX2aM7mtka\n#DataScience #MachineLearning #Analytics #BigData #ML'
1026169471722037252,2018-08-05 18:14:02,b'Idealizing Big Data Logistics for Machine Learning Models https://t.co/uS5xjrRKMR #BigData #MachineLearning #DataScience #Analytics #ML'
1026050951214456833,2018-08-05 10:23:04,b'22 Differences Between Junior and Senior Data Scientists https://t.co/HfSYMT2Mk7 #DataScience #Analytics'
1025850658124120064,2018-08-04 21:07:10,b'2018 Executive Round Up: The Rise of AI and Machine Learning - insideBIGDATA https://t.co/pkrtAOu06R #DataScience\xe2\x80\xa6 https://t.co/dt4KVJ10xb'
1024387268381995008,2018-07-31 20:12:11,b'#Rise Of The #Machines: The Future Of #DataScience And #MachineLearning https://t.co/26sWqBybDX #ML'
1024011195102257153,2018-07-30 19:17:48,"b""Batch #4 of #datascience @_Propulsion started today and it's a very big and talented one. Various backgrounds are r\xe2\x80\xa6 https://t.co/VYilzUYgL4"""
1022434046536822785,2018-07-26 10:50:47,b'RT @webzuerich: Evgeniya Tokareva - How I hike the Full-stack mountain - Graduation Project from @_Propulsion #webzurich\nhttps://t.co/7lkGo\xe2\x80\xa6'
1022030220084367360,2018-07-25 08:06:07,b'15 Astonishing Tweetable Facts About Analytics https://t.co/8rnK9wUwVY #DataScience #MachineLearning #Analytics\xe2\x80\xa6 https://t.co/GqC566SEDn'
1022017651344859136,2018-07-25 07:16:10,b'66 job interview questions for data scientists https://t.co/VImmOkJHM1 #DataScience #Jobs'
1021869920924184576,2018-07-24 21:29:09,b'Top 20 Big Data Experts to Follow (Includes Scoring Algorithm)  https://t.co/Xb5BO3Wky7 #DataScience\xe2\x80\xa6 https://t.co/1MhOEphEQU'
1021865504955346946,2018-07-24 21:11:36,b'RT @g33konaut: Quite a crowd for the summer holidays at #webzurich https://t.co/isXE9nN7Ng'
1021865460755845124,2018-07-24 21:11:25,"b'RT @g33konaut: Sheesh, Evgeniya built a really cool web app as she graduated from a fullstack boot camp \xf0\x9f\x98\xae\xf0\x9f\x98\xae\xf0\x9f\x98\xae #webzurich https://t.co/iQ2bSL9\xe2\x80\xa6'"
1021865430582001665,2018-07-24 21:11:18,b'RT @webzuerich: Now Evgeniya shows us the hiking app she built as her final project at @_Propulsion \xf0\x9f\x92\xaf\xf0\x9f\x98\x81 #webzurich https://t.co/eWxeOlDfND'
1021850538990874624,2018-07-24 20:12:08,b'50 Questions to Test True Data Science Knowledge https://t.co/pffrfftfV9 #DataScience #MachineLearning #Analytics\xe2\x80\xa6 https://t.co/J1f0AgeGcU'
1021684941426438144,2018-07-24 09:14:06,b'Six categories of Data Scientists https://t.co/atiR88RkZR #DataScience #DataScientist'
1021459228144398337,2018-07-23 18:17:12,b'Automated Text Feature Engineering using textfeatures in R\nhttps://t.co/loVOGuT4od #RStats #DataScience #TextAnalytics'
1021290826507407361,2018-07-23 07:08:02,"b'A hex sticker wall, created with R\nhttps://t.co/GQrZbJeAB3 #RStats #DataScience #MachineLearning #Analytics'"
1021125238514503685,2018-07-22 20:10:03,b'Eagle-eyed machine learning algorithm outdoes human experts\nhttps://t.co/bpL2sg6fI4 #MachineLearning #ML #DataScience #Analytics #Algorithm'
1021096072494690304,2018-07-22 18:14:09,b'Best #MachineLearning Tools: Experts\xe2\x80\x99 Top Picks\nhttps://t.co/bAWm6ccgjR #ML #DataScience'
1020977542076002305,2018-07-22 10:23:09,"b'#MachineLearning in finance: #Why, #what &amp; #how\nhttps://t.co/yRK8tsI0jc #DataScience #ML'"
1020777222058233856,2018-07-21 21:07:09,b'From #Data to #Viz | Find the graphic you need\nhttps://t.co/dyaBbTkpys #DataVisualisation #Visualisation #DataScience'
1020765115950526465,2018-07-21 20:19:03,b'Variable vs. Participant-wise #Standardization\nhttps://t.co/35HXYnJERg #DataScience #Statistics'
1020566066542653440,2018-07-21 07:08:06,b'How should we evaluate progress in #AI?\nhttps://t.co/vIgzTJSk4A #DataScience #ArtificialIntelligence'
1020218515993681920,2018-07-20 08:07:03,b'Smoothing Time Series Data\nhttps://t.co/7W4JG3mbRZ #DataScience'
1020203193559633920,2018-07-20 07:06:10,b'Remotely Send R and Python Execution to SQL Server from Jupyter Notebooks\nhttps://t.co/UUrR1D24qO #RStats #Python #DataScience'
